,data_year,county_name,Total Violent Crime
1246,2019,LOS ANGELES,1250.0
1247,2020,LOS ANGELES,1104.0
1248,2022,LOS ANGELES,685.0
1249,2017,LOS ANGELES,110.0
1250,2018,LOS ANGELES,119.0
1251,2019,LOS ANGELES,142.0
1252,2020,LOS ANGELES,94.0
1253,2022,LOS ANGELES,75.0
1254,2021,LOS ANGELES,0.0
1255,2022,LOS ANGELES,0.0
1256,2021,LOS ANGELES,0.0
1257,2022,LOS ANGELES,0.0
1258,2021,LOS ANGELES,0.0
1259,2022,LOS ANGELES,5.0
1260,2021,LOS ANGELES,0.0
1261,2022,LOS ANGELES,18.0
1262,2021,LOS ANGELES,0.0
1263,2022,LOS ANGELES,12.0
1264,2021,LOS ANGELES,0.0
1265,2022,LOS ANGELES,0.0
1266,2021,LOS ANGELES,0.0
1267,2022,LOS ANGELES,2.0
1268,2021,LOS ANGELES,0.0
1269,2022,LOS ANGELES,0.0
1270,2021,LOS ANGELES,0.0
1271,2022,LOS ANGELES,0.0
1272,2021,LOS ANGELES,0.0
1273,2022,LOS ANGELES,0.0
1274,2021,LOS ANGELES,0.0
1275,2022,LOS ANGELES,1.0
1276,2021,LOS ANGELES,0.0
1277,2017,LOS ANGELES,22.0
1278,2018,LOS ANGELES,7.0
1279,2019,LOS ANGELES,5.0
1280,2020,LOS ANGELES,2.0
1281,2017,MADERA,235.0
1282,2018,MADERA,220.0
1283,2019,MADERA,238.0
1284,2020,MADERA,247.0
1285,2021,MADERA,285.0
1286,2022,MADERA,272.0
1287,2017,MADERA,114.0
1288,2018,MADERA,110.0
1289,2019,MADERA,78.0
1290,2020,MADERA,74.0
1291,2022,MADERA,68.0
1292,2017,MADERA,557.0
1293,2018,MADERA,684.0
1294,2019,MADERA,615.0
1295,2020,MADERA,514.0
1296,2021,MADERA,366.0
1297,2022,MADERA,372.0
1298,2017,MADERA,0.0
1299,2018,MADERA,0.0
1300,2021,MADERA,0.0
1301,2022,MADERA,4.0
1302,2021,MADERA,0.0
1303,2022,MADERA,0.0
1304,2017,MARIN,202.0
1305,2018,MARIN,196.0
1306,2019,MARIN,205.0
1307,2020,MARIN,156.0
1308,2022,MARIN,167.0
1309,2017,MARIN,1.0
1310,2018,MARIN,3.0
1311,2019,MARIN,1.0
1312,2020,MARIN,1.0
1313,2022,MARIN,1.0
1314,2017,MARIN,35.0
1315,2018,MARIN,24.0
1316,2019,MARIN,30.0
1317,2020,MARIN,26.0
1318,2022,MARIN,16.0
1319,2017,MARIN,22.0
1320,2018,MARIN,9.0
1321,2019,MARIN,21.0
1322,2020,MARIN,8.0
1323,2022,MARIN,13.0
1324,2017,MARIN,242.0
1325,2018,MARIN,262.0
1326,2019,MARIN,203.0
1327,2020,MARIN,209.0
1328,2021,MARIN,9.0
1329,2022,MARIN,160.0
1330,2017,MARIN,1.0
1331,2018,MARIN,0.0
1332,2019,MARIN,2.0
1333,2020,MARIN,2.0
1334,2022,MARIN,0.0
1335,2017,MARIN,402.0
1336,2018,MARIN,421.0
1337,2019,MARIN,418.0
1338,2020,MARIN,350.0
1339,2021,MARIN,23.0
1340,2022,MARIN,337.0
1341,2017,MARIN,23.0
1342,2018,MARIN,28.0
1343,2019,MARIN,22.0
1344,2020,MARIN,26.0
1345,2022,MARIN,17.0
1346,2017,MARIN,12.0
1347,2018,MARIN,12.0
1348,2019,MARIN,6.0
1349,2020,MARIN,15.0
1350,2022,MARIN,15.0
1351,2017,MARIN,3.0
1352,2018,MARIN,2.0
1353,2019,MARIN,4.0
1354,2020,MARIN,0.0
1355,2022,MARIN,1.0
1356,2017,MARIN,73.0
1357,2018,MARIN,74.0
1358,2019,MARIN,65.0
1359,2020,MARIN,45.0
1360,2022,MARIN,50.0
1361,2021,MARIN,0.0
1362,2022,MARIN,0.0
1363,2017,MARIPOSA,90.0
1364,2018,MARIPOSA,76.0
1365,2019,MARIPOSA,128.0
1366,2020,MARIPOSA,84.0
1367,2021,MARIPOSA,44.0
1368,2022,MARIPOSA,59.0
1369,2021,MARIPOSA,0.0
1370,2022,MARIPOSA,1.0
1371,2017,MENDOCINO,286.0
1372,2018,MENDOCINO,324.0
1373,2019,MENDOCINO,355.0
1374,2020,MENDOCINO,284.0
1375,2017,MENDOCINO,126.0
1376,2018,MENDOCINO,104.0
1377,2019,MENDOCINO,76.0
1378,2020,MENDOCINO,81.0
1379,2021,MENDOCINO,44.0
1380,2022,MENDOCINO,64.0
1381,2017,MENDOCINO,224.0
1382,2018,MENDOCINO,224.0
1383,2019,MENDOCINO,239.0
1384,2020,MENDOCINO,203.0
1385,2022,MENDOCINO,166.0
1386,2017,MENDOCINO,61.0
1387,2018,MENDOCINO,53.0
1388,2019,MENDOCINO,84.0
1389,2020,MENDOCINO,42.0
1390,2021,MENDOCINO,0.0
1391,2022,MENDOCINO,9.0
1392,2017,MERCED,418.0
1393,2018,MERCED,495.0
1394,2019,MERCED,370.0
1395,2020,MERCED,348.0
1396,2022,MERCED,325.0
1397,2017,MERCED,164.0
1398,2018,MERCED,188.0
1399,2019,MERCED,235.0
1400,2020,MERCED,145.0
1401,2022,MERCED,148.0
1402,2017,MERCED,36.0
1403,2018,MERCED,25.0
1404,2019,MERCED,49.0
1405,2020,MERCED,60.0
1406,2022,MERCED,41.0
1407,2017,MERCED,45.0
1408,2018,MERCED,39.0
1409,2019,MERCED,36.0
1410,2020,MERCED,38.0
1411,2021,MERCED,12.0
1412,2022,MERCED,18.0
1413,2017,MERCED,86.0
1414,2018,MERCED,68.0
1415,2019,MERCED,71.0
1416,2020,MERCED,71.0
1417,2021,MERCED,22.0
1418,2022,MERCED,69.0
1419,2017,MERCED,252.0
1420,2018,MERCED,272.0
1421,2019,MERCED,227.0
1422,2020,MERCED,207.0
1423,2022,MERCED,222.0
1424,2017,MERCED,1018.0
1425,2018,MERCED,940.0
1426,2019,MERCED,940.0
1427,2020,MERCED,917.0
1428,2022,MERCED,646.0
1429,2017,MERCED,0.0
1430,2018,MERCED,0.0
1431,2019,MERCED,0.0
1432,2017,MERCED,1.0
1433,2018,MERCED,1.0
1434,2019,MERCED,4.0
1435,2020,MERCED,2.0
1436,2017,MERCED,0.0
1437,2018,MERCED,6.0
1438,2019,MERCED,5.0
1439,2020,MERCED,4.0
1440,2022,MERCED,7.0
1441,2021,MERCED,1.0
1442,2022,MERCED,0.0
1443,2021,MERCED,0.0
1444,2022,MERCED,1.0
1445,2017,MODOC,53.0
1446,2018,MODOC,55.0
1447,2019,MODOC,38.0
1448,2020,MODOC,33.0
1449,2021,MODOC,2.0
1450,2022,MODOC,21.0
1451,2017,MODOC,40.0
1452,2018,MODOC,49.0
1453,2019,MODOC,39.0
1454,2020,MODOC,47.0
1455,2022,MODOC,24.0
1456,2021,MODOC,0.0
1457,2022,MODOC,0.0
1458,2017,MONO,23.0
1459,2018,MONO,46.0
1460,2019,MONO,38.0
1461,2020,MONO,32.0
1462,2022,MONO,28.0
1463,2017,MONO,56.0
1464,2018,MONO,53.0
1465,2019,MONO,65.0
1466,2020,MONO,47.0
1467,2022,MONO,46.0
1468,2021,MONO,0.0
1469,2022,MONO,1.0
1470,2017,MONTEREY,269.0
1471,2018,MONTEREY,315.0
1472,2019,MONTEREY,330.0
1473,2020,MONTEREY,311.0
1474,2021,MONTEREY,186.0
1475,2022,MONTEREY,220.0
1476,2017,MONTEREY,11.0
1477,2018,MONTEREY,20.0
1478,2019,MONTEREY,26.0
1479,2020,MONTEREY,19.0
1480,2021,MONTEREY,12.0
1481,2022,MONTEREY,9.0
1482,2017,MONTEREY,1.0
1483,2018,MONTEREY,5.0
1484,2019,MONTEREY,3.0
1485,2020,MONTEREY,6.0
1486,2021,MONTEREY,1.0
1487,2022,MONTEREY,2.0
1488,2017,MONTEREY,52.0
1489,2018,MONTEREY,34.0
1490,2019,MONTEREY,50.0
1491,2020,MONTEREY,37.0
1492,2021,MONTEREY,30.0
1493,2022,MONTEREY,26.0
1494,2017,MONTEREY,130.0
1495,2018,MONTEREY,166.0
1496,2019,MONTEREY,134.0
1497,2020,MONTEREY,101.0
1498,2021,MONTEREY,75.0
1499,2022,MONTEREY,115.0
1500,2017,MONTEREY,63.0
1501,2018,MONTEREY,50.0
1502,2019,MONTEREY,31.0
1503,2020,MONTEREY,63.0
1504,2022,MONTEREY,73.0
1505,2017,MONTEREY,254.0
1506,2018,MONTEREY,274.0
1507,2019,MONTEREY,253.0
1508,2020,MONTEREY,228.0
1509,2022,MONTEREY,156.0
1510,2017,MONTEREY,32.0
1511,2018,MONTEREY,46.0
1512,2019,MONTEREY,29.0
1513,2020,MONTEREY,37.0
1514,2021,MONTEREY,19.0
1515,2022,MONTEREY,16.0
1516,2017,MONTEREY,774.0
1517,2018,MONTEREY,863.0
1518,2019,MONTEREY,797.0
1519,2020,MONTEREY,649.0
1520,2022,MONTEREY,617.0
1521,2017,MONTEREY,8.0
1522,2018,MONTEREY,14.0
1523,2019,MONTEREY,6.0
1524,2020,MONTEREY,15.0
1525,2021,MONTEREY,5.0
1526,2022,MONTEREY,5.0
1527,2017,MONTEREY,125.0
1528,2018,MONTEREY,157.0
1529,2019,MONTEREY,116.0
1530,2020,MONTEREY,131.0
1531,2021,MONTEREY,61.0
1532,2022,MONTEREY,131.0
1533,2017,MONTEREY,128.0
1534,2018,MONTEREY,124.0
1535,2019,MONTEREY,109.0
1536,2020,MONTEREY,100.0
1537,2021,MONTEREY,50.0
1538,2022,MONTEREY,57.0
1539,2017,MONTEREY,122.0
1540,2018,MONTEREY,122.0
1541,2019,MONTEREY,128.0
1542,2020,MONTEREY,136.0
1543,2021,MONTEREY,51.0
1544,2022,MONTEREY,98.0
1545,2018,MONTEREY,0.0
1546,2017,MONTEREY,4.0
1547,2018,MONTEREY,8.0
1548,2019,MONTEREY,4.0
1549,2020,MONTEREY,9.0
1550,2021,MONTEREY,3.0
1551,2022,MONTEREY,2.0
1552,2017,MONTEREY,7.0
1553,2018,MONTEREY,15.0
1554,2019,MONTEREY,11.0
1555,2020,MONTEREY,12.0
1556,2021,MONTEREY,3.0
1557,2022,MONTEREY,8.0
1558,2021,MONO,0.0
1559,2022,MONO,1.0
1560,2021,MONO,0.0
1561,2022,MONO,3.0
1562,2017,NAPA,122.0
1563,2018,NAPA,109.0
1564,2019,NAPA,111.0
1565,2020,NAPA,62.0
1566,2022,NAPA,88.0
1567,2017,NAPA,21.0
1568,2018,NAPA,26.0
1569,2019,NAPA,19.0
1570,2020,NAPA,22.0
1571,2022,NAPA,25.0
1572,2017,NAPA,395.0
1573,2018,NAPA,365.0
1574,2019,NAPA,366.0
1575,2020,NAPA,342.0
1576,2022,NAPA,310.0
1577,2017,NAPA,13.0
1578,2018,NAPA,14.0
1579,2019,NAPA,17.0
1580,2020,NAPA,19.0
1581,2022,NAPA,13.0
1582,2017,NAPA,9.0
1583,2018,NAPA,1.0
1584,2019,NAPA,6.0
1585,2020,NAPA,2.0
1586,2022,NAPA,2.0
1587,2022,NAPA,104.0
1588,2022,NAPA,7.0
1589,2021,NAPA,0.0
1590,2022,NAPA,0.0
1591,2017,NEVADA,218.0
1592,2018,NEVADA,202.0
1593,2019,NEVADA,243.0
1594,2020,NEVADA,140.0
1595,2022,NEVADA,114.0
1596,2017,NEVADA,129.0
1597,2018,NEVADA,155.0
1598,2019,NEVADA,215.0
1599,2020,NEVADA,155.0
1600,2021,NEVADA,11.0
1601,2022,NEVADA,116.0
1602,2017,NEVADA,17.0
1603,2018,NEVADA,17.0
1604,2019,NEVADA,21.0
1605,2020,NEVADA,25.0
1606,2022,NEVADA,17.0
1607,2018,NEVADA,0.0
1608,2017,NEVADA,67.0
1609,2018,NEVADA,52.0
1610,2019,NEVADA,64.0
1611,2020,NEVADA,64.0
1612,2022,NEVADA,18.0
1613,2021,NEVADA,1.0
1614,2022,NEVADA,0.0
1615,2022,NEVADA,0.0
1616,2021,NEVADA,0.0
1617,2022,NEVADA,5.0
1618,2017,ORANGE,388.0
1619,2018,ORANGE,385.0
1620,2019,ORANGE,379.0
1621,2020,ORANGE,274.0
1622,2021,ORANGE,76.0
1623,2022,ORANGE,212.0
1624,2017,ORANGE,1792.0
1625,2018,ORANGE,1755.0
1626,2019,ORANGE,1664.0
1627,2020,ORANGE,1483.0
1628,2021,ORANGE,306.0
1629,2022,ORANGE,1298.0
1630,2017,ORANGE,154.0
1631,2018,ORANGE,117.0
1632,2019,ORANGE,117.0
1633,2020,ORANGE,80.0
1634,2021,ORANGE,91.0
1635,2022,ORANGE,84.0
1636,2017,ORANGE,241.0
1637,2018,ORANGE,270.0
1638,2019,ORANGE,263.0
1639,2020,ORANGE,270.0
1640,2022,ORANGE,266.0
1641,2017,ORANGE,479.0
1642,2018,ORANGE,435.0
1643,2019,ORANGE,390.0
1644,2020,ORANGE,436.0
1645,2022,ORANGE,571.0
1646,2017,ORANGE,89.0
1647,2018,ORANGE,84.0
1648,2019,ORANGE,86.0
1649,2020,ORANGE,78.0
1650,2022,ORANGE,66.0
1651,2017,ORANGE,34.0
1652,2018,ORANGE,52.0
1653,2019,ORANGE,50.0
1654,2020,ORANGE,56.0
1655,2021,ORANGE,30.0
1656,2022,ORANGE,32.0
1657,2017,ORANGE,136.0
1658,2018,ORANGE,137.0
1659,2019,ORANGE,133.0
1660,2020,ORANGE,139.0
1661,2022,ORANGE,148.0
1662,2017,ORANGE,830.0
1663,2018,ORANGE,908.0
1664,2019,ORANGE,918.0
1665,2020,ORANGE,859.0
1666,2022,ORANGE,865.0
1667,2017,ORANGE,648.0
1668,2018,ORANGE,553.0
1669,2019,ORANGE,590.0
1670,2020,ORANGE,565.0
1671,2021,ORANGE,25.0
1672,2022,ORANGE,326.0
1673,2017,ORANGE,718.0
1674,2018,ORANGE,791.0
1675,2019,ORANGE,761.0
1676,2020,ORANGE,773.0
1677,2022,ORANGE,931.0
1678,2017,ORANGE,184.0
1679,2018,ORANGE,169.0
1680,2019,ORANGE,203.0
1681,2020,ORANGE,128.0
1682,2022,ORANGE,173.0
1683,2017,ORANGE,207.0
1684,2018,ORANGE,202.0
1685,2019,ORANGE,253.0
1686,2020,ORANGE,209.0
1687,2021,ORANGE,74.0
1688,2022,ORANGE,240.0
1689,2017,ORANGE,34.0
1690,2018,ORANGE,26.0
1691,2019,ORANGE,23.0
1692,2020,ORANGE,39.0
1693,2022,ORANGE,12.0
1694,2017,ORANGE,310.0
1695,2018,ORANGE,378.0
1696,2019,ORANGE,334.0
1697,2020,ORANGE,333.0
1698,2022,ORANGE,340.0
1699,2017,ORANGE,457.0
1700,2018,ORANGE,468.0
1701,2019,ORANGE,456.0
1702,2020,ORANGE,432.0
1703,2022,ORANGE,253.0
1704,2017,ORANGE,130.0
1705,2018,ORANGE,175.0
1706,2019,ORANGE,185.0
1707,2020,ORANGE,177.0
1708,2021,ORANGE,163.0
1709,2022,ORANGE,122.0
1710,2017,ORANGE,170.0
1711,2018,ORANGE,186.0
1712,2019,ORANGE,199.0
1713,2020,ORANGE,200.0
1714,2021,ORANGE,80.0
1715,2022,ORANGE,154.0
1716,2017,ORANGE,124.0
1717,2018,ORANGE,133.0
1718,2019,ORANGE,109.0
1719,2020,ORANGE,101.0
1720,2021,ORANGE,30.0
1721,2022,ORANGE,39.0
1722,2017,ORANGE,1259.0
1723,2018,ORANGE,1226.0
1724,2019,ORANGE,957.0
1725,2020,ORANGE,798.0
1726,2022,ORANGE,486.0
1727,2017,ORANGE,117.0
1728,2018,ORANGE,80.0
1729,2019,ORANGE,75.0
1730,2020,ORANGE,70.0
1731,2022,ORANGE,54.0
1732,2017,ORANGE,142.0
1733,2018,ORANGE,128.0
1734,2019,ORANGE,122.0
1735,2020,ORANGE,104.0
1736,2021,ORANGE,51.0
1737,2022,ORANGE,107.0
1738,2017,ORANGE,368.0
1739,2018,ORANGE,377.0
1740,2019,ORANGE,371.0
1741,2020,ORANGE,304.0
1742,2021,ORANGE,111.0
1743,2022,ORANGE,247.0
1744,2017,ORANGE,8.0
1745,2018,ORANGE,4.0
1746,2019,ORANGE,10.0
1747,2020,ORANGE,6.0
1748,2021,ORANGE,4.0
1749,2022,ORANGE,5.0
1750,2017,ORANGE,406.0
1751,2018,ORANGE,406.0
1752,2019,ORANGE,397.0
1753,2020,ORANGE,440.0
1754,2022,ORANGE,385.0
1755,2017,ORANGE,46.0
1756,2018,ORANGE,60.0
1757,2019,ORANGE,52.0
1758,2020,ORANGE,57.0
1759,2021,ORANGE,24.0
1760,2022,ORANGE,32.0
1761,2017,ORANGE,423.0
1762,2018,ORANGE,436.0
1763,2019,ORANGE,406.0
1764,2020,ORANGE,400.0
1765,2022,ORANGE,303.0
1766,2017,ORANGE,27.0
1767,2018,ORANGE,17.0
1768,2019,ORANGE,16.0
1769,2020,ORANGE,5.0
1770,2022,ORANGE,5.0
1771,2017,ORANGE,0.0
1772,2018,ORANGE,0.0
1773,2019,ORANGE,1.0
1774,2020,ORANGE,0.0
1775,2022,ORANGE,0.0
1776,2017,ORANGE,19.0
1777,2018,ORANGE,30.0
1778,2019,ORANGE,11.0
1779,2020,ORANGE,14.0
1780,2021,ORANGE,21.0
1781,2022,ORANGE,13.0
1782,2017,ORANGE,158.0
1783,2018,ORANGE,165.0
1784,2019,ORANGE,142.0
1785,2020,ORANGE,146.0
1786,2021,ORANGE,55.0
1787,2022,ORANGE,127.0
1788,2017,ORANGE,103.0
1789,2018,ORANGE,134.0
1790,2019,ORANGE,119.0
1791,2020,ORANGE,109.0
1792,2021,ORANGE,31.0
1793,2022,ORANGE,67.0
1794,2017,ORANGE,131.0
1795,2018,ORANGE,124.0
1796,2019,ORANGE,120.0
1797,2020,ORANGE,98.0
1798,2021,ORANGE,36.0
1799,2022,ORANGE,92.0
1800,2017,ORANGE,42.0
1801,2018,ORANGE,82.0
1802,2019,ORANGE,78.0
1803,2020,ORANGE,91.0
1804,2021,ORANGE,34.0
1805,2022,ORANGE,53.0
1806,2017,ORANGE,232.0
1807,2018,ORANGE,214.0
1808,2019,ORANGE,198.0
1809,2020,ORANGE,191.0
1810,2021,ORANGE,77.0
1811,2022,ORANGE,166.0
1812,2017,ORANGE,14.0
1813,2018,ORANGE,15.0
1814,2019,ORANGE,6.0
1815,2020,ORANGE,21.0
1816,2021,ORANGE,7.0
1817,2022,ORANGE,10.0
1818,2017,ORANGE,68.0
1819,2018,ORANGE,99.0
1820,2019,ORANGE,68.0
1821,2020,ORANGE,61.0
1822,2021,ORANGE,26.0
1823,2022,ORANGE,45.0
1824,2017,ORANGE,82.0
1825,2018,ORANGE,77.0
1826,2019,ORANGE,80.0
1827,2020,ORANGE,87.0
1828,2021,ORANGE,21.0
1829,2022,ORANGE,64.0
1830,2019,ORANGE,0.0
1831,2020,ORANGE,0.0
1832,2022,ORANGE,1.0
1833,2017,ORANGE,27.0
1834,2018,ORANGE,25.0
1835,2019,ORANGE,16.0
1836,2020,ORANGE,27.0
1837,2022,ORANGE,12.0
1838,2021,ORANGE,0.0
1839,2022,ORANGE,1.0
1840,2021,ORANGE,1.0
1841,2022,ORANGE,4.0
1842,2021,ORANGE,2.0
1843,2022,ORANGE,1.0
1844,2017,PLACER,409.0
1845,2018,PLACER,383.0
1846,2019,PLACER,429.0
1847,2020,PLACER,431.0
1848,2022,PLACER,371.0
1849,2017,PLACER,80.0
1850,2018,PLACER,88.0
1851,2019,PLACER,81.0
1852,2020,PLACER,46.0
1853,2021,PLACER,3.0
1854,2022,PLACER,96.0
1855,2017,PLACER,49.0
1856,2018,PLACER,50.0
1857,2019,PLACER,45.0
1858,2020,PLACER,58.0
1859,2021,PLACER,5.0
1860,2022,PLACER,71.0
1861,2017,PLACER,106.0
1862,2018,PLACER,104.0
1863,2019,PLACER,109.0
1864,2020,PLACER,108.0
1865,2021,PLACER,10.0
1866,2022,PLACER,101.0
1867,2017,PLACER,512.0
1868,2018,PLACER,490.0
1869,2019,PLACER,577.0
1870,2020,PLACER,508.0
1871,2022,PLACER,584.0
1872,2017,PLACER,2.0
1873,2018,PLACER,1.0
1874,2019,PLACER,4.0
1875,2020,PLACER,3.0
1876,2021,PLACER,3.0
1877,2022,PLACER,1.0
1878,2017,PLACER,0.0
1879,2018,PLACER,0.0
1880,2019,PLACER,0.0
1881,2021,PLACER,0.0
1882,2022,PLACER,3.0
1883,2021,PLACER,0.0
1884,2022,PLACER,1.0
1885,2017,PLUMAS,146.0
1886,2018,PLUMAS,130.0
1887,2019,PLUMAS,129.0
1888,2020,PLUMAS,112.0
1889,2022,PLUMAS,123.0
1890,2021,PLUMAS,0.0
1891,2022,PLUMAS,0.0
1892,2017,RIVERSIDE,1023.0
1893,2018,RIVERSIDE,975.0
1894,2019,RIVERSIDE,1020.0
1895,2020,RIVERSIDE,999.0
1896,2022,RIVERSIDE,923.0
1897,2017,RIVERSIDE,145.0
1898,2018,RIVERSIDE,149.0
1899,2019,RIVERSIDE,112.0
1900,2020,RIVERSIDE,111.0
1901,2022,RIVERSIDE,105.0
1902,2017,RIVERSIDE,166.0
1903,2018,RIVERSIDE,128.0
1904,2019,RIVERSIDE,106.0
1905,2020,RIVERSIDE,100.0
1906,2021,RIVERSIDE,113.0
1907,2022,RIVERSIDE,100.0
1908,2017,RIVERSIDE,123.0
1909,2018,RIVERSIDE,100.0
1910,2019,RIVERSIDE,121.0
1911,2020,RIVERSIDE,85.0
1912,2022,RIVERSIDE,82.0
1913,2017,RIVERSIDE,145.0
1914,2018,RIVERSIDE,124.0
1915,2019,RIVERSIDE,152.0
1916,2020,RIVERSIDE,148.0
1917,2022,RIVERSIDE,184.0
1918,2017,RIVERSIDE,201.0
1919,2018,RIVERSIDE,238.0
1920,2019,RIVERSIDE,207.0
1921,2020,RIVERSIDE,181.0
1922,2022,RIVERSIDE,176.0
1923,2017,RIVERSIDE,553.0
1924,2018,RIVERSIDE,536.0
1925,2019,RIVERSIDE,418.0
1926,2020,RIVERSIDE,263.0
1927,2021,RIVERSIDE,91.0
1928,2022,RIVERSIDE,197.0
1929,2017,RIVERSIDE,357.0
1930,2018,RIVERSIDE,371.0
1931,2019,RIVERSIDE,361.0
1932,2020,RIVERSIDE,370.0
1933,2022,RIVERSIDE,374.0
1934,2017,RIVERSIDE,68.0
1935,2018,RIVERSIDE,62.0
1936,2019,RIVERSIDE,69.0
1937,2020,RIVERSIDE,58.0
1938,2022,RIVERSIDE,47.0
1939,2017,RIVERSIDE,393.0
1940,2018,RIVERSIDE,392.0
1941,2019,RIVERSIDE,362.0
1942,2020,RIVERSIDE,343.0
1943,2022,RIVERSIDE,398.0
1944,2017,RIVERSIDE,165.0
1945,2018,RIVERSIDE,183.0
1946,2019,RIVERSIDE,190.0
1947,2020,RIVERSIDE,211.0
1948,2022,RIVERSIDE,178.0
1949,2017,RIVERSIDE,1757.0
1950,2018,RIVERSIDE,1726.0
1951,2019,RIVERSIDE,1549.0
1952,2020,RIVERSIDE,1507.0
1953,2022,RIVERSIDE,1715.0
1954,2017,RIVERSIDE,268.0
1955,2018,RIVERSIDE,316.0
1956,2019,RIVERSIDE,248.0
1957,2020,RIVERSIDE,266.0
1958,2022,RIVERSIDE,169.0
1959,2017,RIVERSIDE,416.0
1960,2018,RIVERSIDE,366.0
1961,2019,RIVERSIDE,431.0
1962,2020,RIVERSIDE,359.0
1963,2022,RIVERSIDE,471.0
1964,2017,RIVERSIDE,10.0
1965,2018,RIVERSIDE,10.0
1966,2019,RIVERSIDE,12.0
1967,2020,RIVERSIDE,16.0
1968,2022,RIVERSIDE,11.0
1969,2017,RIVERSIDE,29.0
1970,2018,RIVERSIDE,38.0
1971,2019,RIVERSIDE,51.0
1972,2020,RIVERSIDE,58.0
1973,2022,RIVERSIDE,60.0
1974,2017,RIVERSIDE,165.0
1975,2018,RIVERSIDE,163.0
1976,2019,RIVERSIDE,179.0
1977,2020,RIVERSIDE,161.0
1978,2022,RIVERSIDE,161.0
1979,2017,RIVERSIDE,0.0
1980,2018,RIVERSIDE,1.0
1981,2019,RIVERSIDE,0.0
1982,2020,RIVERSIDE,0.0
1983,2022,RIVERSIDE,0.0
1984,2017,RIVERSIDE,7.0
1985,2018,RIVERSIDE,6.0
1986,2019,RIVERSIDE,9.0
1987,2020,RIVERSIDE,5.0
1988,2021,RIVERSIDE,12.0
1989,2022,RIVERSIDE,6.0
1990,2017,RIVERSIDE,205.0
1991,2018,RIVERSIDE,237.0
1992,2019,RIVERSIDE,198.0
1993,2020,RIVERSIDE,165.0
1994,2022,RIVERSIDE,150.0
1995,2017,RIVERSIDE,186.0
1996,2018,RIVERSIDE,186.0
1997,2019,RIVERSIDE,229.0
1998,2020,RIVERSIDE,245.0
1999,2022,RIVERSIDE,178.0
2000,2017,RIVERSIDE,90.0
2001,2018,RIVERSIDE,105.0
2002,2019,RIVERSIDE,104.0
2003,2020,RIVERSIDE,89.0
2004,2022,RIVERSIDE,119.0
2005,2017,RIVERSIDE,650.0
2006,2018,RIVERSIDE,613.0
2007,2019,RIVERSIDE,734.0
2008,2020,RIVERSIDE,742.0
2009,2022,RIVERSIDE,745.0
2010,2017,RIVERSIDE,292.0
2011,2018,RIVERSIDE,259.0
2012,2019,RIVERSIDE,274.0
2013,2020,RIVERSIDE,259.0
2014,2022,RIVERSIDE,317.0
2015,2017,RIVERSIDE,29.0
2016,2018,RIVERSIDE,23.0
2017,2019,RIVERSIDE,21.0
2018,2020,RIVERSIDE,32.0
2019,2022,RIVERSIDE,11.0
2020,2017,RIVERSIDE,17.0
2021,2018,RIVERSIDE,20.0
2022,2019,RIVERSIDE,22.0
2023,2020,RIVERSIDE,26.0
2024,2022,RIVERSIDE,17.0
2025,2017,RIVERSIDE,269.0
2026,2018,RIVERSIDE,240.0
2027,2019,RIVERSIDE,299.0
2028,2020,RIVERSIDE,269.0
2029,2021,RIVERSIDE,213.0
2030,2022,RIVERSIDE,272.0
2031,2017,RIVERSIDE,8.0
2032,2018,RIVERSIDE,9.0
2033,2019,RIVERSIDE,6.0
2034,2020,RIVERSIDE,2.0
2035,2022,RIVERSIDE,7.0
2036,2021,RIVERSIDE,175.0
2037,2022,RIVERSIDE,272.0
2038,2017,RIVERSIDE,86.0
2039,2018,RIVERSIDE,66.0
2040,2019,RIVERSIDE,95.0
2041,2020,RIVERSIDE,70.0
2042,2022,RIVERSIDE,66.0
2043,2017,RIVERSIDE,80.0
2044,2018,RIVERSIDE,58.0
2045,2019,RIVERSIDE,88.0
2046,2020,RIVERSIDE,77.0
2047,2022,RIVERSIDE,87.0
2048,2017,RIVERSIDE,29.0
2049,2018,RIVERSIDE,20.0
2050,2019,RIVERSIDE,29.0
2051,2020,RIVERSIDE,15.0
2052,2022,RIVERSIDE,17.0
2053,2021,RIVERSIDE,0.0
2054,2022,RIVERSIDE,4.0
2055,2022,RIVERSIDE,0.0
2056,2021,RIVERSIDE,2.0
2057,2022,RIVERSIDE,9.0
2058,2022,RIVERSIDE,0.0
2059,2021,RIVERSIDE,0.0
2060,2022,RIVERSIDE,2.0
2061,2021,RIVERSIDE,2.0
2062,2022,RIVERSIDE,15.0
2063,2017,RIVERSIDE,271.0
2064,2018,RIVERSIDE,277.0
2065,2019,RIVERSIDE,342.0
2066,2020,RIVERSIDE,347.0
2067,2022,RIVERSIDE,233.0
2068,2017,RIVERSIDE,3.0
2069,2018,RIVERSIDE,3.0
2070,2019,RIVERSIDE,3.0
2071,2020,RIVERSIDE,0.0
2072,2022,RIVERSIDE,0.0
2073,2017,SACRAMENTO,2237.0
2074,2018,SACRAMENTO,2239.0
2075,2019,SACRAMENTO,2111.0
2076,2020,SACRAMENTO,1899.0
2077,2022,SACRAMENTO,2239.0
2078,2017,SACRAMENTO,156.0
2079,2018,SACRAMENTO,144.0
2080,2019,SACRAMENTO,179.0
2081,2020,SACRAMENTO,127.0
