,data_year,county_name,Total Violent Crime
2778,2019,SANTA BARBARA,45.0
2779,2020,SANTA BARBARA,49.0
2780,2022,SANTA BARBARA,24.0
2781,2017,SANTA BARBARA,280.0
2782,2018,SANTA BARBARA,299.0
2783,2019,SANTA BARBARA,279.0
2784,2020,SANTA BARBARA,258.0
2785,2022,SANTA BARBARA,177.0
2786,2017,SANTA BARBARA,729.0
2787,2018,SANTA BARBARA,780.0
2788,2019,SANTA BARBARA,725.0
2789,2020,SANTA BARBARA,612.0
2790,2022,SANTA BARBARA,522.0
2791,2017,SANTA BARBARA,768.0
2792,2018,SANTA BARBARA,663.0
2793,2019,SANTA BARBARA,424.0
2794,2020,SANTA BARBARA,555.0
2795,2021,SANTA BARBARA,468.0
